Year_of_Publication,Title_Length_in_Characters,Title_Word_Count,Number_of_Authors,Number_of_Institutions_of_First_Author,Number_of_Citations,Number_of_References,Primary_Concept_of_Publication,Is_Open_Access,Abstract_Word_Count,Concepts_Count,Related_Works_Count,Locations_Count,OA_Locations_Count,Has_DOI,Institutions_All_Authors_Count,Citations_Per_Year,Type_of_Publication_article,Type_of_Publication_book,Type_of_Publication_book-chapter,Type_of_Publication_dataset,Type_of_Publication_dissertation,Type_of_Publication_letter,Type_of_Publication_other,Type_of_Publication_paratext,Type_of_Publication_preprint,Type_of_Publication_reference-entry,Type_of_Publication_report,Type_of_Publication_review,Language_of_Publication_ca,Language_of_Publication_de,Language_of_Publication_en,Language_of_Publication_fa,Language_of_Publication_fr,Language_of_Publication_id,Language_of_Publication_it,Language_of_Publication_pt,Open_Access_Type_bronze,Open_Access_Type_closed,Open_Access_Type_diamond,Open_Access_Type_gold,Open_Access_Type_green,Open_Access_Type_hybrid
0.3953488372093048,0.10837438423645321,0.10714285714285714,0.02,0.2,0.2496846218449007,0.025525525525525526,Term (time),0,0.043145956607495074,0.3103448275862069,0.28571428571428564,0.1111111111111111,0.0,1.0,0.011111111111111112,0.10711158941533155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6279069767441854,0.1477832512315271,0.14285714285714285,0.01,0.2,0.2481349642805688,0.03903903903903904,Phaser,1,0.050788954635108484,0.3793103448275862,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.005555555555555556,0.1696890040316907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7906976744186096,0.20689655172413793,0.21428571428571427,0.02,0.2,0.24723187585872464,0.015015015015015015,Regret,0,0.038708086785009865,0.4827586206896552,0.9999999999999998,0.0,0.0,0.0,0.011111111111111112,0.27572392607104046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2093023255813975,0.2660098522167488,0.25,0.02,0.0,0.24157088189922654,0.0,Statistical power,0,0.0,0.44827586206896547,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.07848537365393732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32558139534884134,0.15270935960591134,0.10714285714285714,0.01,0.2,0.23549524033748098,0.0457957957957958,Pseudopotential,1,0.029339250493096648,0.5862068965517242,0.28571428571428564,0.16666666666666666,0.0625,1.0,0.005555555555555556,0.09067763043487528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6744186046511658,0.43349753694581283,0.39285714285714285,0.04,0.6000000000000001,0.2309868261537218,0.03903903903903904,Systematic review,1,0.020463510848126233,0.3793103448275862,0.28571428571428564,0.2777777777777778,0.25,1.0,0.044444444444444446,0.17960302632089686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.09302325581395365,0.19211822660098524,0.21428571428571427,0.01,0.0,0.2194610283963328,0.0,Humanities,0,0.013806706114398423,0.10344827586206896,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.061447840172221505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2558139534883779,0.1477832512315271,0.17857142857142855,0.01,0.2,0.21328699587812172,0.09009009009009009,Theory of planned behavior,0,0.0,0.6206896551724138,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.07441565823926267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8139534883720927,0.3103448275862069,0.25,0.03,0.2,0.20855720204231515,0.00975975975975976,Computer science,0,0.0,0.6206896551724138,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.016666666666666666,0.2614301480709597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8139534883720927,0.2561576354679803,0.17857142857142855,0.04,0.2,0.2060939141679463,0.03453453453453453,Restricted maximum likelihood,1,0.044378698224852076,0.5172413793103449,0.28571428571428564,0.2222222222222222,0.125,1.0,0.022222222222222223,0.2588446355338846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3953488372093048,0.39408866995073893,0.42857142857142855,0.01,0.4,0.20325111831863912,0.06306306306306306,Iterated function,1,0.038708086785009865,0.5172413793103449,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.011111111111111112,0.08862496492253706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7906976744186096,0.3251231527093596,0.2857142857142857,0.02,0.2,0.20314569943671174,0.02252252252252252,Computer science,0,0.03229783037475345,0.5517241379310345,0.9999999999999998,0.05555555555555555,0.0,0.0,0.011111111111111112,0.2333063983497386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8139534883720927,0.06403940886699508,0.07142857142857142,0.03,0.4,0.19809262102966135,0.03228228228228228,Computer science,0,0.0,0.6551724137931035,0.28571428571428564,0.16666666666666666,0.0,1.0,0.03333333333333333,0.2504463301887775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7441860465116292,0.3103448275862069,0.25,0.03,0.2,0.18936042364334682,0.017267267267267267,Softmax function,0,0.03698224852071006,0.5172413793103449,0.9999999999999998,0.05555555555555555,0.0,0.0,0.016666666666666666,0.18666894919985377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5348837209302388,0.5221674876847291,0.5357142857142857,0.04,0.2,0.18546695293749715,0.10585585585585586,Psychology,0,0.026380670611439845,0.3793103448275862,0.28571428571428564,0.1111111111111111,0.0,1.0,0.022222222222222223,0.10635824860965358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.13953488372093403,0.6502463054187192,0.46428571428571425,0.02,0.0,0.1818756830265058,0.0,Moderation,1,0.0,0.27586206896551724,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.05435014194888253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2325581395348877,0.2660098522167488,0.25,0.01,0.2,0.1777362349294923,0.0,Statistics,0,0.0,0.7586206896551725,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.06056975648707055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8604651162790731,0.12315270935960591,0.17857142857142855,0.08,0.0,0.16422153426640757,0.0,Computer science,1,0.040927021696252466,0.7241379310344828,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.2656655692265583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7441860465116292,0.29064039408866993,0.25,0.16,0.2,0.16295650768327952,0.03153153153153153,Plug-in,1,0.0,0.7241379310344828,0.28571428571428564,0.2222222222222222,0.125,1.0,0.10555555555555556,0.16489363299449325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.15270935960591134,0.17857142857142855,0.0,0.0,0.15972014800811024,0.0,Citation,0,0.043145956607495074,0.3103448275862069,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.03992943494892766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3720930232558146,0.1477832512315271,0.14285714285714285,0.03,0.2,0.15829347913936026,0.012012012012012012,Computer science,0,0.0,0.41379310344827586,0.28571428571428564,0.1111111111111111,0.0,1.0,0.016666666666666666,0.06791590699184057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.16279069767442422,0.39408866995073893,0.3571428571428571,0.02,0.2,0.1580018202326946,0.012012012012012012,Phylogenetic tree,1,0.03377712031558185,0.44827586206896547,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.005555555555555556,0.04902403719155819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9534883720930267,0.39408866995073893,0.39285714285714285,0.26,0.2,0.15415403104234676,0.05930930930930931,Checklist,1,0.031065088757396452,0.6551724137931035,0.28571428571428564,0.611111111111111,0.5625,1.0,0.25,0.4658103037263621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7441860465116292,0.2315270935960591,0.3214285714285714,0.03,0.2,0.15227757494404015,0.00975975975975976,Software,1,0.0,0.3103448275862069,0.28571428571428564,0.2222222222222222,0.125,1.0,0.016666666666666666,0.1560867144493654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6744186046511658,0.22660098522167488,0.21428571428571427,0.09,1.0,0.15127960952846137,0.003003003003003003,Computer science,1,0.022189349112426038,0.6206896551724138,0.28571428571428564,0.2777777777777778,0.25,1.0,0.25,0.1254686812958714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.02325581395349019,0.4285714285714286,0.3571428571428571,0.02,0.2,0.15082279437344287,0.024024024024024024,Unobservable,0,0.03229783037475345,0.7931034482758621,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.03883559139830784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.2857142857142857,0.2857142857142857,0.03,0.6000000000000001,0.14901310356702357,0.0075075075075075074,Preprocessor,1,0.013560157790927022,0.41379310344827586,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.05,0.1812227051768823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2093023255813975,0.4433497536945813,0.42857142857142855,0.01,0.2,0.14894282431240535,0.06156156156156156,Technology acceptance model,0,0.056459566074950694,0.41379310344827586,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.04958090454608728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5348837209302388,0.19704433497536947,0.14285714285714285,0.04,0.2,0.14671145797827667,0.02027027027027027,Computer science,1,0.07199211045364892,0.10344827586206896,0.28571428571428564,0.2222222222222222,0.125,1.0,0.022222222222222223,0.0869033211466865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6279069767441854,0.5320197044334976,0.5357142857142857,0.04,0.2,0.14476120866262093,0.06681681681681681,Statistical power,1,0.0,0.5517241379310345,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.022222222222222223,0.10687147373869274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.6744186046511658,0.2512315270935961,0.21428571428571427,0.06,0.2,0.1428215012351579,0.01951951951951952,Computer science,0,0.05226824457593689,0.6206896551724138,0.28571428571428564,0.05555555555555555,0.0,1.0,0.03333333333333333,0.11972423089357735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6744186046511658,0.33990147783251234,0.3214285714285714,0.02,0.2,0.1411769666770914,0.023273273273273273,Computer science,1,0.053007889546351085,0.6896551724137931,0.28571428571428564,0.2777777777777778,0.25,1.0,0.011111111111111112,0.1186073207198035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.02325581395349019,0.4285714285714286,0.3571428571428571,0.02,0.4,0.1382182100576641,0.02177177177177177,Unobservable,0,0.007396449704142012,0.24137931034482757,0.28571428571428564,0.05555555555555555,0.0,1.0,0.016666666666666666,0.035601590188120064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.28078817733990147,0.21428571428571427,0.01,0.2,0.13442664427101086,0.03153153153153153,Artificial intelligence,0,0.0,0.5862068965517242,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.08502332014014921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.418604651162795,0.270935960591133,0.21428571428571427,0.04,0.0,0.13305619880595548,0.0945945945945946,Computer science,0,0.04955621301775148,0.6896551724137931,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.005555555555555556,0.06333006906167873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.04651162790698038,0.19704433497536947,0.21428571428571427,0.0,0.0,0.1327856236756753,0.0,Neuroscience,1,0.0,0.06896551724137931,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.03529369740493658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7906976744186096,0.20689655172413793,0.21428571428571427,0.02,0.0,0.13063859244708853,0.0,Regret,1,0.038708086785009865,0.4827586206896552,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.0,0.16354366385258073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7441860465116292,0.19704433497536947,0.21428571428571427,0.02,0.2,0.1282982932683016,0.00975975975975976,Computer science,1,0.0,0.5517241379310345,0.28571428571428564,0.2222222222222222,0.125,1.0,0.011111111111111112,0.13631099475474462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2093023255813975,0.31527093596059114,0.2857142857142857,0.0,0.0,0.12240186380583247,0.0,Computer science,0,0.01849112426035503,0.2068965517241379,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.041298831132900955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.35467980295566504,0.3214285714285714,0.04,0.2,0.12040241901194397,0.04054054054054054,Artificial intelligence,0,0.031065088757396452,0.7931034482758621,0.28571428571428564,0.1111111111111111,0.0,1.0,0.022222222222222223,0.07766327696221281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3720930232558146,0.04926108374384237,0.07142857142857142,0.01,0.0,0.11750691372167306,0.0,Fuzzy logic,0,0.0,0.10344827586206896,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.05221878458593747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3720930232558146,0.23645320197044334,0.25,0.01,0.2,0.11654760189613429,0.017267267267267267,Shrinkage,0,0.03328402366863906,0.27586206896551724,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.051849583722940004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5813953488372121,0.5172413793103449,0.42857142857142855,0.11,0.8,0.11597482597099575,0.03078078078078078,Computational biology,1,0.03131163708086785,0.5172413793103449,0.28571428571428564,0.2222222222222222,0.125,1.0,0.24444444444444446,0.07957365124831879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8372093023255829,0.3842364532019705,0.3571428571428571,0.04,0.2,0.11171238917840036,0.03228228228228228,Computer science,1,0.05029585798816568,0.2068965517241379,0.28571428571428564,0.16666666666666666,0.0625,1.0,0.022222222222222223,0.17711551462404976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.13953488372093403,0.4285714285714286,0.39285714285714285,0.02,0.4,0.11104122229679632,0.005255255255255255,Repeatability,0,0.0,0.3448275862068965,0.28571428571428564,0.1111111111111111,0.0,1.0,0.022222222222222223,0.033904122728270314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7441860465116292,0.2019704433497537,0.17857142857142855,0.09,0.4,0.10950210662065717,0.018018018018018018,Computer science,1,0.05695266272189349,0.4827586206896552,0.28571428571428564,0.2777777777777778,0.25,1.0,0.1,0.12080977484757487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7674418604651194,0.29064039408866993,0.25,0.05,0.2,0.10898555409921322,0.014264264264264264,Biology,1,0.03353057199211046,0.8275862068965517,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.03333333333333333,0.13068827203563765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5348837209302388,0.45320197044334976,0.39285714285714285,0.09,0.2,0.10701070704444109,0.026276276276276277,Computational biology,1,0.040680473372781065,0.6551724137931035,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.05555555555555556,0.06697388325779337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8139534883720927,0.1477832512315271,0.14285714285714285,0.09,0.2,0.10538022833729825,0.015765765765765764,Computer science,1,0.028599605522682446,0.6896551724137931,0.28571428571428564,0.16666666666666666,0.125,1.0,0.05,0.1531336871385772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5581395348837219,0.35960591133004927,0.3214285714285714,0.07,0.2,0.10438577688445037,0.02927927927927928,Computer science,1,0.04215976331360947,0.24137931034482757,0.28571428571428564,0.16666666666666666,0.0625,1.0,0.03888888888888889,0.06925759497648637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06976744186047057,0.1724137931034483,0.14285714285714285,0.03,0.2,0.10045365258856064,0.015015015015015015,Statistical mechanics,0,0.020216962524654835,0.7586206896551725,0.28571428571428564,0.1111111111111111,0.0,1.0,0.016666666666666666,0.0277488093370623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6511627906976756,0.7339901477832512,0.5714285714285714,0.06,0.2,0.10002846309812037,0.0045045045045045045,Electronic data capture,1,0.0,0.8620689655172414,0.28571428571428564,0.2222222222222222,0.125,1.0,0.03333333333333333,0.08486984503393039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5581395348837219,0.3645320197044335,0.3571428571428571,0.01,0.2,0.09756166126102066,0.03453453453453453,Benchmark (surveying),1,0.03476331360946746,0.5172413793103449,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.005555555555555556,0.06567623595580167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5116279069767486,0.2955665024630542,0.2857142857142857,0.04,0.2,0.09697131552222758,0.01951951951951952,Mathematical optimization,1,0.05399408284023669,0.5862068965517242,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.022222222222222223,0.058787990417476566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7674418604651194,0.49261083743842365,0.39285714285714285,0.01,0.2,0.09674993587018015,0.0,Statistical inference,0,0.1222879684418146,0.5517241379310345,0.9999999999999998,0.05555555555555555,0.0,0.0,0.005555555555555556,0.11982134553557709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5116279069767486,0.1330049261083744,0.10714285714285714,0.02,0.0,0.09637042789524174,0.009009009009009009,Particle swarm optimization,0,0.016025641025641028,0.6206896551724138,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.05849891831320657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5348837209302388,0.41379310344827586,0.3214285714285714,0.03,0.0,0.09558330024351762,0.0,Selection (genetic algorithm),1,0.011341222879684419,0.13793103448275862,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.0612374226439962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34883720930233153,0.29064039408866993,0.25,0.01,0.2,0.0939949890891457,0.038288288288288286,Parallel computing,1,0.0,0.5517241379310345,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.005555555555555556,0.04133950877188723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.418604651162795,0.22167487684729065,0.17857142857142855,0.02,0.2,0.09332030824481076,0.023273273273273273,Small-world network,0,0.0,0.7586206896551725,0.28571428571428564,0.1111111111111111,0.0,1.0,0.011111111111111112,0.04694496953744284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.720930232558139,0.029556650246305417,0.03571428571428571,0.02,0.2,0.09128572382361312,0.04054054054054054,Computer science,0,0.01849112426035503,0.41379310344827586,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.09782929119931628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2558139534883779,0.24630541871921183,0.21428571428571427,0.01,0.4,0.09037912143903802,0.046546546546546545,Competitive advantage,0,0.02440828402366864,0.3793103448275862,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.033870796119757976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32558139534884134,0.270935960591133,0.17857142857142855,0.03,0.0,0.09000664138956142,0.0,Situated,1,0.02983234714003945,0.24137931034482757,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.038184418447636495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.46511627906976827,0.24630541871921183,0.2857142857142857,0.2,0.2,0.0887837823592043,0.02702702702702703,Biology,1,0.0,0.5172413793103449,0.28571428571428564,0.2222222222222222,0.125,1.0,0.005555555555555556,0.04958579674641485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8604651162790731,0.19704433497536947,0.14285714285714285,0.04,0.2,0.08787015204916736,0.04054054054054054,Computer science,1,0.04363905325443787,0.8275862068965517,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.022222222222222223,0.1677168958296247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7674418604651194,0.46798029556650245,0.42857142857142855,0.02,0.4,0.0876663422107745,0.03678678678678678,Multiple sequence alignment,1,0.021942800788954636,0.3793103448275862,0.28571428571428564,0.2777777777777778,0.25,1.0,0.016666666666666666,0.11175385415055221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32558139534884134,0.15763546798029557,0.17857142857142855,0.02,0.2,0.0873184599004143,0.0,Computer science,0,0.004437869822485207,0.0,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.03721450546620429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
